,badge,work_date,cost_center,num_hours,category,description,ws_rule,ws_rule_text,status,race,,,
3986,13769,10/7/19,2811,10.63,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
3987,13777,10/7/19,1319,11.4,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
3988,13778,10/7/19,2802,10.75,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
3989,13781,10/7/19,2923,10.02,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
3990,13782,10/7/19,1807,10.83,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
3991,13789,10/7/19,2815,10.68,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
3992,13790,10/7/19,1806,5,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
3993,13791,10/7/19,2802,10.73,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
3994,13796,10/7/19,1831,10.72,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
3995,13799,10/7/19,2737,10.05,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
3996,13801,10/7/19,2914,10,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
3997,13803,10/7/19,2817,10.65,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
3998,13804,10/7/19,1807,10.7,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
3999,13809,10/7/19,1805,10.68,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4000,13811,10/7/19,2928,10.47,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4001,13815,10/7/19,2801,10.65,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4002,13816,10/7/19,1814,10.62,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4003,13817,10/7/19,2905,10.07,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4004,13819,10/7/19,2736,10.62,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4005,13820,10/7/19,2914,10,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4006,13821,10/7/19,1626,11.45,4000,Regular Hours,B11&8P01,Paint B-Shift 11.5hr/8.0h,Active,Hispanic/Latino,,,
4007,13861,10/7/19,2810,10.72,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4008,13862,10/7/19,2813,10.02,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4009,13865,10/7/19,2802,10.8,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4010,13867,10/7/19,2810,10.82,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4011,13868,10/7/19,1811,10.57,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4012,13869,10/7/19,1804,7.67,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4013,13873,10/7/19,1810,10.72,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4014,13877,10/7/19,1810,10.67,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4015,13878,10/7/19,2808,10.78,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4016,13879,10/7/19,1804,8.15,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4017,13880,10/7/19,1809,10.67,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4018,13881,10/7/19,2815,10.73,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4019,13882,10/7/19,1805,10.82,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4020,13884,10/7/19,2843,10.67,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4021,13885,10/7/19,2808,10.72,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4022,13886,10/7/19,2843,10.63,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4023,13888,10/7/19,1813,10.68,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4024,13892,10/7/19,1804,10.63,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4025,13905,10/7/19,2736,10.65,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4026,13907,10/7/19,1807,10.75,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4027,13908,10/7/19,1811,10.8,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4028,13912,10/7/19,2736,10.67,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4029,13913,10/7/19,2825,10.58,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4030,13914,10/7/19,2737,10.02,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4031,13915,10/7/19,2626,10.05,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4032,13917,10/7/19,2626,10.03,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4033,13920,10/7/19,2751,11.73,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4034,13921,10/7/19,2611,11.45,4000,Regular Hours,BPD1,B: Paint App Fin Team 1,Active,Non-Hispanic/Latino,,,
4035,13922,10/7/19,2713,11.5,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4036,13924,10/7/19,2626,10.08,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4037,13926,10/7/19,2611,11.47,4000,Regular Hours,BPD3,B: Paint App Fin Team 3,Active,Non-Hispanic/Latino,,,
4038,13928,10/7/19,2812,10.65,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4039,13932,10/7/19,2730,11.13,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Hispanic/Latino,,,
4040,13936,10/7/19,1813,10.68,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4041,13941,10/7/19,2699,10.32,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4042,13942,10/7/19,2945,10.05,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4043,13943,10/7/19,2714,10.37,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4044,13944,10/7/19,2627,10,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4045,13950,10/7/19,2911,10.12,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4046,13951,10/7/19,1807,10.63,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4047,13952,10/7/19,1810,10.77,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4048,13957,10/7/19,2905,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Hispanic/Latino,,,
4049,13959,10/7/19,2752,10.05,4000,Regular Hours,BPD1,B: Paint App Fin Team 1,Active,Non-Hispanic/Latino,,,
4050,13960,10/7/19,2652,11.42,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Hispanic/Latino,,,
4051,13961,10/7/19,2605,9.98,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4052,13963,10/7/19,2726,11.47,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4053,13964,10/7/19,2627,10.25,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4054,13965,10/7/19,1820,10.7,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Hispanic/Latino,,,
4055,13966,10/7/19,2737,10.1,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4056,13967,10/7/19,1813,10.75,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Hispanic/Latino,,,
4057,13968,10/7/19,2652,11.43,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4058,13969,10/7/19,2726,11.5,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4059,13972,10/7/19,2627,10,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4060,13974,10/7/19,2714,10.33,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4061,13982,10/7/19,2652,11.35,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4062,14005,10/7/19,2726,11.5,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4063,14006,10/7/19,1222,10,2011,60% STD,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4064,14009,10/7/19,1610,11.5,4000,Regular Hours,B11&8P64,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
4065,14010,10/7/19,1396,11.23,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4066,14014,10/7/19,2843,10.62,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4067,14019,10/7/19,2730,11.05,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4068,14020,10/7/19,1804,10.67,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4069,14021,10/7/19,2942,10,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4070,14022,10/7/19,2801,10.63,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4071,14024,10/7/19,2939,10.02,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4072,14025,10/7/19,2914,10.01,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4073,14027,10/7/19,2714,9.95,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4074,14029,10/7/19,2803,10.8,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4075,14031,10/7/19,2931,10,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4076,14032,10/7/19,1813,10.68,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4077,14035,10/7/19,2914,10.02,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4078,14036,10/7/19,2931,10.02,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4079,14039,10/7/19,1820,10.6,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Hispanic/Latino,,,
4080,14047,10/7/19,2817,10.68,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4081,14051,10/7/19,2751,11.33,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4082,14052,10/7/19,1815,10.58,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4083,14053,10/7/19,2816,10.77,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4084,14055,10/7/19,1809,10.58,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4085,14056,10/7/19,2927,10.67,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4086,14057,10/7/19,2726,11.43,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4087,14061,10/7/19,2815,10.55,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4088,14067,10/7/19,2843,10.67,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4089,14069,10/7/19,1814,10.75,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4090,14072,10/7/19,2948,11.15,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4091,14077,10/7/19,2731,11.23,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4092,14080,10/7/19,2699,10.58,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4093,14081,10/7/19,2815,10.68,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4094,14082,10/7/19,2811,10.72,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4095,14084,10/7/19,2930,10,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4096,14090,10/7/19,1815,10.63,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Hispanic/Latino,,,
4097,14093,10/7/19,2907,10.02,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4098,14097,10/7/19,1396,10.22,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
4099,14099,10/7/19,2807,10.55,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4100,14101,10/7/19,2833,8.75,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4101,14102,10/7/19,2914,10,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4102,14104,10/7/19,1745,11.5,4000,Regular Hours,B11&8P01,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
4103,14105,10/7/19,2801,10.7,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4104,14106,10/7/19,1804,10.7,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4105,14108,10/7/19,1815,10.68,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4106,14111,10/7/19,2925,10.12,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4107,14116,10/7/19,1806,10.68,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4108,14117,10/7/19,1811,10.78,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4109,14121,10/7/19,2843,10.67,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4110,14123,10/7/19,1380,11.2,4000,Regular Hours,AXA3,A-Shift X5 Asm Team 3,Active,Hispanic/Latino,,,
4111,14125,10/7/19,2812,10.68,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4112,14126,10/7/19,2816,10.67,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4113,14132,10/7/19,2806,5.03,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4114,14135,10/7/19,2816,10,2011,60% STD,BXA2,B-Shift X5 Asm Team 2,Inactive,Non-Hispanic/Latino,,,
4115,14140,10/7/19,2807,4.88,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4116,14141,10/7/19,1821,8.12,4000,Regular Hours,AAES,A-Shift Asm ESA,Active,Non-Hispanic/Latino,,,
4117,14142,10/7/19,1806,10.62,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4118,14143,10/7/19,1730,11.5,4000,Regular Hours,B11&8P01,Paint B-Shift 11.5hr/8.0h,Active,Hispanic/Latino,,,
4119,14144,10/7/19,1364,11.57,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4120,14147,10/7/19,1805,10.7,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4121,14148,10/7/19,2906,10.05,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4122,14152,10/7/19,2713,11.5,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4123,14153,10/7/19,2627,9.95,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4124,14154,10/7/19,2936,10.08,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4125,14155,10/7/19,2906,10.07,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4126,14158,10/7/19,2627,9.93,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4127,14167,10/7/19,2713,11.45,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4128,14168,10/7/19,1366,10.62,4000,Regular Hours,A0700PS2,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
4129,14169,10/7/19,1399,11.43,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4130,14170,10/7/19,2807,11.83,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4131,14172,10/7/19,2627,10,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4132,14174,10/7/19,1820,10.63,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4133,14175,10/7/19,2724,10.73,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4134,14176,10/7/19,2813,10.67,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4135,14177,10/7/19,1317,11.83,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4136,14183,10/7/19,2914,10.05,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4137,14184,10/7/19,2731,11.25,4000,Regular Hours,B11&8B01,Body B-Shift 8hr/11.5hr,Active,Non-Hispanic/Latino,,,
4138,14185,10/7/19,2816,8,4000,Regular Hours,A0600AQ2,Quality A-Shift 8hrs 6AM,Active,Non-Hispanic/Latino,,,
4139,14186,10/7/19,2810,10.68,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4140,14187,10/7/19,2627,9.95,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4141,14192,10/7/19,1340,11.12,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4142,14195,10/7/19,2802,10.83,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4143,14197,10/7/19,1804,10.65,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4144,14198,10/7/19,2929,10.03,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4145,14200,10/7/19,2816,10.6,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4146,14204,10/7/19,2802,10.87,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4147,14205,10/7/19,1830,10.65,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4148,14208,10/7/19,1450,9.1,4000,Regular Hours,AZT1,A-Shift Z3 Test Team 1,Active,Non-Hispanic/Latino,,,
4149,14209,10/7/19,2803,10.65,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4150,14211,10/7/19,2817,10.7,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4151,14212,10/7/19,2807,10,4000,Regular Hours,A0700PS1,A: Paintshop 7:00am 10 hr,Active,Non-Hispanic/Latino,,,
4152,14215,10/7/19,1815,10.67,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4153,14216,10/7/19,2803,10.7,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4154,14218,10/7/19,1725,11.5,4000,Regular Hours,B11&8P01,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
4155,14222,10/7/19,1715,11.62,4000,Regular Hours,B11&8P01,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
4156,14225,10/7/19,2737,10.07,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4157,14226,10/7/19,2808,10.72,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4158,14227,10/7/19,2907,10.07,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4159,14228,10/7/19,1725,11.5,4000,Regular Hours,B11&8P01,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
4160,14229,10/7/19,2930,10.08,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4161,14231,10/7/19,2907,13.43,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4162,14232,10/7/19,2925,10.83,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Hispanic/Latino,,,
4163,14233,10/7/19,2927,10.02,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4164,14234,10/7/19,2923,10.03,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4165,14235,10/7/19,2812,10.68,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4166,14240,10/7/19,2843,11.22,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4167,14241,10/7/19,2812,11.03,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4168,14242,10/7/19,2803,10.8,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4169,14244,10/7/19,1755,11.5,4000,Regular Hours,B11&8P01,Paint B-Shift 11.5hr/8.0h,Active,Non-Hispanic/Latino,,,
4170,14246,10/7/19,1806,10.73,4000,Regular Hours,B1930AD3,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4171,14247,10/7/19,2912,10.03,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4172,14252,10/7/19,2812,10.65,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4173,14254,10/7/19,2803,11.1,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4174,14255,10/7/19,2812,11.07,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4175,14257,10/7/19,2923,10.05,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Hispanic/Latino,,,
4176,14258,10/7/19,2807,11.13,4000,Regular Hours,B1930AD1,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
4177,14259,10/7/19,2815,10.75,4000,Regular Hours,B1930AD2,B-Shift 19:30 Start 10 hr,Active,Non-Hispanic/Latino,,,
